id,careers,interests,recrtTitle,jobId
286,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]","['건물/시설관리', '편의점/마트']",창고 및 수출물품 입출고 관리 담당 모집,K120141509180004
287,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}]","['건물/시설관리', '사무보조', '아파트청소']",관리실 건물설비 관리 과장 모집,K120141510020004
288,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['건물/시설관리', '문화시설']",관리실 건물설비 관리 과장 모집,K120141510190019
289,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]",['건물/시설관리'],수입도서 전문기업 북메카에서 창고  제품 입출고 정리  직원을 모집합니다.,K120141511050038
290,"[{'job': '건설/채굴', 'career': 26}, {'job': '예술/디자인/방송/스포츠', 'career': 10}, {'job': '설치/정비/생산', 'career': 7}]","['건물/시설관리', '택배']",동안교회 경비원 모집,K120141601050051
291,"[{'job': '건설/채굴', 'career': 23}, {'job': '보건/의료', 'career': 34}, {'job': '연구/공학기술', 'career': 8}]",['건물/시설관리'],한국지도자육성장학재단 시설기사 채용,K120141601250007
292,"[{'job': '건설/채굴', 'career': 9}]",['건물/시설관리'],관리실 건물설비 관리 과장 모집,K120141602110033
293,"[{'job': '건설/채굴', 'career': 32}]","['건물/시설관리', '영업/판매']",관리실 건물설비 관리 과장 모집,K120141602290017
294,"[{'job': '건설/채굴', 'career': 15}, {'job': '영업/판매/운전/운송', 'career': 10}, {'job': '연구/공학기술', 'career': 9}]","['건물/시설관리', '제품검사']",전기기능사 모집,K120141603030039
295,"[{'job': '건설/채굴', 'career': 34}]","['건물/시설관리', '농림어업']",관리실 건물설비 관리 과장 모집,K120141603150037
296,"[{'job': '건설/채굴', 'career': 7}]","['건물/시설관리', '리서치/설문']",관리실 건물설비 관리 과장 모집,K120141603300031
297,"[{'job': '건설/채굴', 'career': 23}, {'job': '예술/디자인/방송/스포츠', 'career': 17}, {'job': '경영/사무/금융/보험', 'career': 25}]","['건물/시설관리', '요양/간병', '번역']",기전반장구인,K120141606090016
298,"[{'job': '건설/채굴', 'career': 9}]","['건물/시설관리', '배달', '번역']",동안교회 경비집사님 모집(복지카드 소유자 우대),K120141607010017
299,"[{'job': '건설/채굴', 'career': 39}]","['건물/시설관리', '번역', '운송']",골프장 코스관리 직원 모집,K120141607110048
1806,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}]",['써빙'],강서 나누리병원 조리보조원 모집,K120031502270016
1807,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]","['써빙', '사무보조']",메이필드호텔 식기세척 직원 모집합니다.,K120031504280007
1808,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}, {'job': '경영/사무/금융/보험', 'career': 35}, {'job': '영업/판매/운전/운송', 'career': 30}]",['써빙'],강서 나누리병원 조리보조원 모집,K120031504300028
1809,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '건설/채굴', 'career': 21}, {'job': '농림어업', 'career': 21}]","['써빙', '교통/생활지도', '산후조리']",강서 나누리병원 조리보조원 모집,K120031505180081
1810,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 37}]","['써빙', '접수/예약', '세차/세탁']",강서 나누리병원 조리보조원 모집,K120031506110046
1811,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '농림어업', 'career': 27}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 19}]",['써빙'],메이필드호텔 식기세척 직원 모집합니다.,K120031506290067
1812,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '농림어업', 'career': 19}]","['써빙', '안내원']",아모제푸드(주) 경북 문경 세계군인 체육대회 선수촌 운영 인력(음식서비스종사원)채용,K120031509030079
1813,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}]","['써빙', '건물/모텔청소']",강서 나누리병원 조리보조원 모집,K120031509220045
1814,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '보건/의료', 'career': 19}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 25}]","['써빙', '영업/판매']",영양팀 단체급식조리원 채용,K120031511230016
1815,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}, {'job': '보건/의료', 'career': 15}, {'job': '경영/사무/금융/보험', 'career': 22}]","['써빙', '운전', '주유']",영양팀 단체급식조리원 채용,K120031602290013
1816,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]",['써빙'],서울왕돈까스 주방보조원을 구합니다,K120031606090015
1817,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '보건/의료', 'career': 36}, {'job': '건설/채굴', 'career': 34}]",['써빙'],KS병원 구내식당 조리원모집,K120031606290037
1818,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 34}, {'job': '연구/공학기술', 'career': 35}, {'job': '농림어업', 'career': 12}]","['써빙', '접수/예약']",주방찬모 구합니다.,K120031607080052
1819,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 13}, {'job': '연구/공학기술', 'career': 39}, {'job': '농림어업', 'career': 15}]","['써빙', '산후조리']",속초코다리냉면 롯데백화점 수원점 주방보조 모집,K120031607260034
1820,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]","['써빙', '건물/시설관리', '건물/모텔청소']",속초코다리냉면 주방보조 모집(롯데백화점 김포공항점),K120031607260037
1821,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}, {'job': '설치/정비/생산', 'career': 19}, {'job': '예술/디자인/방송/스포츠', 'career': 9}]",['써빙'],장충동 서울클럽 식기세척원 모집,K120031607270029
1822,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 16}, {'job': '건설/채굴', 'career': 39}]",['써빙'],롯데백화점(명동점) 주방보조 - 시니어인턴,K120031608240011
1823,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}, {'job': '예술/디자인/방송/스포츠', 'career': 20}]","['써빙', '요양/간병']","차칸술집-선릉직영점, 주방보조원 구합니다.",K120031608290014
1824,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}, {'job': '농림어업', 'career': 31}]","['써빙', '접수/예약']",함께하실 주방찬모 직원을 모집합니다.,K120031609270001
1825,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '농림어업', 'career': 10}]","['써빙', '상담원']",주방보조원구인 (회사식당),K120031609280034
1826,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '설치/정비/생산', 'career': 20}, {'job': '영업/판매/운전/운송', 'career': 5}]","['써빙', '운전', '산후조리']",[중앙대병원/영양팀] 배선사원 채용,K120031612090048
1827,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['써빙', '문화예술']",[중앙대병원/영양팀] 배선사원 채용,K120031612260063
1828,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 30}, {'job': '농림어업', 'career': 21}]","['써빙', '환경미화', '청소원']",홀써빙직원 구합니다!,K120031701030028
1829,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}, {'job': '설치/정비/생산', 'career': 39}]","['써빙', '교통/생활지도']",주말(토요일&일요일) 홀써빙직원 구합니다~,K120031701230045
1830,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}]","['써빙', '요양/간병']",홀써빙직원 구합니다!,K120031701310057
1831,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 20}]","['써빙', '요양/간병', '주방']",[중앙대병원/영양팀] 배선사원 채용,K120031703020017
1832,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '영업/판매/운전/운송', 'career': 32}, {'job': '경영/사무/금융/보험', 'career': 16}]","['써빙', '조립/포장']",[급구/중앙대병원/영양관리팀] 배선사원 채용,K120031705180037
1833,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 39}]",['써빙'],[주5회근무/2회휴무] 중앙대병원 영양관리팀 배선사원 채용,K120031707130034
1834,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 38}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 18}]",['써빙'],김밥킹 서래점 주방 근무자 채용,K120031707280025
1835,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}, {'job': '예술/디자인/방송/스포츠', 'career': 35}]","['써빙', '주유', '육아/보육']",직원식당 단체급식 주방보조 사원모집,K120031708230059
1836,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}, {'job': '보건/의료', 'career': 18}]","['써빙', '편의점/마트', '매표소/카운터']",[주5회근무/2회휴무] 중앙대병원 영양관리팀 배선사원 채용,K120031709270023
1837,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}, {'job': '설치/정비/생산', 'career': 18}]",['써빙'],[최소190부터/주5회근무] 중앙대병원 영양관리팀 배선사원 채용,K120031711130041
1838,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 10}]","['써빙', '조립/포장']",주방보조,K120121503170058
1839,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}, {'job': '예술/디자인/방송/스포츠', 'career': 19}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 13}]","['써빙', '매표소/카운터', '리서치/설문']",홀서빙/홀담당 직원 채용합니다,K120121503190036
1840,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '연구/공학기술', 'career': 6}, {'job': '설치/정비/생산', 'career': 11}]",['써빙'],주방보조(설겆이)하실분 찾습니다. (을지로입구역인근),K120121503240004
1841,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}, {'job': '예술/디자인/방송/스포츠', 'career': 34}]",['써빙'],단체급식 주방보조 구인(2교대근무),K120121503270027
1842,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]","['써빙', '기타']",미락정 주방보조원 모집,K120121504170020
1843,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]","['써빙', '문화예술']",대화정 주방보조원 모집,K120121505110045
1844,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}, {'job': '보건/의료', 'career': 19}]",['써빙'],주방에서 일하실분 찾습니다. (을지로입구역인근),K120121505260020
1845,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 35}]",['써빙'],주방보조원구함,K120121505280003
1846,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}, {'job': '예술/디자인/방송/스포츠', 'career': 24}, {'job': '영업/판매/운전/운송', 'career': 29}]","['써빙', '기타']",단체급식 주방보조 구인(2교대근무)-,K120121506050025
1847,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]",['써빙'],배달사원 모집합니다.(라이더(배달)),K120121506220060
1848,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}]",['써빙'],주방보조 모집,K120121506250028
1849,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}, {'job': '농림어업', 'career': 34}]","['써빙', '요양/간병', '가사도우미']",주방 및 홀서빙 일하실분 찾습니다. (을지로입구역인근),K120121508130032
1850,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}]",['써빙'],단체급식 주방보조 구인(2교대근무)-주방 보조원 채용,K120121508170054
1851,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 7}, {'job': '건설/채굴', 'career': 12}]","['써빙', '농림어업']",교촌치킨 배달원 모집 (18시~06시),K120121508180014
1852,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]","['써빙', '세차/세탁']",구내식당 조리원 - (주)상우알에스 한국폴리텍대학 아산캠퍼스,K120121509140008
1853,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]","['써빙', '생산/제조', '건물/시설관리']",(주)상우알에스 국립재활원 환자식당 조리원 모집,K120121511250022
1854,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 11}, {'job': '예술/디자인/방송/스포츠', 'career': 28}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 5}]",['써빙'],(주)상우알에스 국립재활원 환자식당 조리원 모집,K120121601050002
1855,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 38}]","['써빙', '청소원', '제품검사']",주방에서 일할 직원 구합니다.,K120121601280003
1856,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]","['써빙', '접수/예약']",주방 및 홀서빙 일하실분 찾습니다. (을지로입구역인근),K120121602120022
1857,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}, {'job': '예술/디자인/방송/스포츠', 'career': 23}, {'job': '연구/공학기술', 'career': 22}]","['써빙', '안전점검원']",(주)상우알에스 국립재활원 환자식당 조리원 모집[강북구 수유동],K120121602260051
1858,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}]","['써빙', '편의점/마트']",(주)반도명동-명동돈가스 홀써빙원 모집,K120121603070035
1859,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 6}, {'job': '연구/공학기술', 'career': 22}]",['써빙'],찬모 및 세척 직원구함,K120121604200052
1860,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}]","['써빙', '주방']",충북대학교병원 푸드코트 조리사원(주방보조원) 모집[청주시],K120121605090036
1861,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]","['써빙', '안전점검원', '리서치/설문']",(주)반도명동-명동돈가스 홀써빙원 모집,K120121605110033
1862,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}, {'job': '농림어업', 'career': 29}]","['써빙', '청소원', '주유']",(주)상우알에스 국립재활원 환자식당 조리원 모집[강북구 수유동],K120121605180019
1863,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}]",['써빙'],(주)반도명동-명동돈가스 홀써빙원 모집,K120121606170024
1864,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]",['써빙'],주방 및 홀서빙 일하실분 찾습니다. (을지로입구역인근),K120121606290017
1865,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}]","['써빙', '청소원']",홀써빙및주방,K120121607250007
1866,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}]",['써빙'],(주)반도명동-명동돈가스 홀써빙원 주방보조직원 모집,K120121608170050
1867,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 6}]","['써빙', '영업/판매', '교육/강사/해설사']",주방보조 해 주실분 찾읍니다.,K120121609010032
1868,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]","['써빙', '방역', '건물/시설관리']",조리원 (국립재활원 환자식당 [강북구 수유동])  (주)상우알에스,K120121609050032
1869,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}, {'job': '건설/채굴', 'career': 37}]","['써빙', '영업/판매']",북창동 신신호텔 주말 직원식당 찬모 모집,K120121609130050
1870,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 19}]","['써빙', '방역', '주방']",[CJ프레시웨이] 인천성모병원 조리보조(치료식) 사원 모집,K120121610100039
1871,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}]",['써빙'],한화호텔앤드리조트 조리원채용(경기안양시 범계동),K120121610240010
1872,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}, {'job': '연구/공학기술', 'career': 32}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 26}]",['써빙'],한화호텔앤드리조트 조리원채용(태평로한화금융프라자점 구내식당),K120121610240018
1873,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 38}]","['써빙', '건물/시설관리']",단체급식 조리원 채용(분당 서울대병원 신관점),K120121610260006
1874,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}]",['써빙'],(주)반도명동-명동돈가스 홀써빙원 주방보조직원 모집,K120121610260025
1875,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]",['써빙'],"한화금융센터 직원식당 주방보조원(배식, 세척원 )모집(여의도역 3번출구)",K120121611170014
1876,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 5}, {'job': '농림어업', 'career': 34}, {'job': '설치/정비/생산', 'career': 14}]","['써빙', '운전', '육아/보육']",구내식당 요리보조구인,K120121612260030
1877,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}, {'job': '보건/의료', 'career': 29}]","['써빙', '아파트청소']",주방 보조 채용 합니다,K120121612280033
1878,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '건설/채굴', 'career': 12}]",['써빙'],"구리한양대 병원 조리보조(세척,배선) 구인",K120121701020040
1879,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}, {'job': '농림어업', 'career': 28}]",['써빙'],광주터미널 인근 조리원 모집(참조은병원),K120121701110016
1880,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 9}, {'job': '농림어업', 'career': 36}, {'job': '보건/의료', 'career': 6}]",['써빙'],[CJ프레시웨이] 인천성모병원 조리보조(치료식) 사원 모집,K120121701110021
1881,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}, {'job': '보건/의료', 'career': 28}, {'job': '연구/공학기술', 'career': 5}]","['써빙', '문화시설']",단체급식조리원(6개월근무)[외대앞1번출구],K120121702080002
1882,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 11}, {'job': '농림어업', 'career': 33}]","['써빙', '영업/판매', '주방']",[가남읍] 여주 세민병원 조리보조 구인,K120121702150012
1883,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}]","['써빙', '안전점검원']",단체급식조리원 보조 [경복궁역3번출구],K120121702160023
1884,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['써빙', '농림어업', '조립/포장']",단체급식 주방보조 선생님을 모십니다.,K120121702170011
1885,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}, {'job': '예술/디자인/방송/스포츠', 'career': 38}]",['써빙'],"식당보조원(동덕여고)(2017.3.1.-12.31,10개월)[사당역1번출구]",K120121702200070
1886,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '영업/판매/운전/운송', 'career': 29}, {'job': '경영/사무/금융/보험', 'career': 8}]",['써빙'],단체급식조리원,K120121703310036
1887,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}]",['써빙'],서면 유명 호텔 스튜어드 채용(식기세척),K120121704250053
1888,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]",['써빙'],"단체급식보조원 (한국폴리텍대학 항공캠퍼스,약5개월 )[사천시 이금동]",K120121705150003
1889,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}, {'job': '농림어업', 'career': 23}, {'job': '보건/의료', 'career': 25}]","['써빙', '운송']",단체급식조리사 1명및 보조원1명(한국폴리텍대 대전캠퍼스06:30~19:30)[대전시 동구 가양동],K120121705190032
1890,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 37}, {'job': '연구/공학기술', 'career': 25}, {'job': '보건/의료', 'career': 28}]",['써빙'],직장어린이집 조리실 보조(4시간근무),K120121706090023
1891,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}, {'job': '건설/채굴', 'career': 26}]","['써빙', '퀵서비스']",단체급식 주방보조 선생님을 모십니다.,K120121706120050
1892,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '설치/정비/생산', 'career': 34}]",['써빙'],단체급식조리사 1명및 보조원1명(한국폴리텍대 대전캠퍼스06:30~19:30)[대전시 동구 가양동],K120121706190073
1893,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}, {'job': '예술/디자인/방송/스포츠', 'career': 34}, {'job': '영업/판매/운전/운송', 'career': 28}]",['써빙'],"주방보조원(한국폴리텍대성남캠퍼스,주5일)[산성역1번출구]",K120121706190080
1894,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}, {'job': '설치/정비/생산', 'career': 22}]","['써빙', '아파트청소', '운송']","단체급식보조원(폴리텍대청주캠퍼스 09:00~19:00,주6일)[청주시 흥덕구]",K120121706200007
1895,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '예술/디자인/방송/스포츠', 'career': 8}]","['써빙', '경비원']","단체급식조리원(서울지방경찰청,주5일,붙임파일참조)[경복궁역7번출구]",K120121706200053
1896,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '농림어업', 'career': 31}]",['써빙'],주방보조 선생님을 모십니다.,K120121707190034
1897,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}]","['써빙', '접수/예약', '방역']",주방 배달직원 모집,K120121708070052
1898,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]","['써빙', '사무보조', '교육/강사/해설사']",단체급식조리원,K120121710300046
1899,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 5}]","['써빙', '가사도우미', '건물/시설관리']",단체급식보조원(요양병원 월8회휴무)[사가정역2번출구],K120121711090010
1900,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 38}]","['써빙', '리서치/설문', '사무보조']",음식서비스종사원 구인,K120121711230005
1901,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['써빙', '리서치/설문']","에머슨 골프클럽 내 레스토랑 홀서빙, 주방보조 모집",K120141503020024
1902,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]",['써빙'],롯데시티호텔(울산점)주방직원 모집,K120141512010033
1903,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '설치/정비/생산', 'career': 26}, {'job': '보건/의료', 'career': 23}]","['써빙', '안전점검원', '운전']",롯데시티호텔구로 씨카페 주방 세척 근무자 모집,K120141603040008
1904,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '보건/의료', 'career': 27}]",['써빙'],롯데시티호텔(울산점)주방직원 모집,K120141603100037
1905,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]","['써빙', '가사도우미', '안내원']","제주도 타미우스 골프장내 프론트,  홀써빙직원 모집",K120141605170023
2144,"[{'job': '영업/판매/운전/운송', 'career': 33}]","['영업/판매', '주유', '농림어업']",온라인 퍼포먼스 마케팅 채용합니다.,DdA0022106182112
2145,"[{'job': '영업/판매/운전/운송', 'career': 22}, {'job': '경영/사무/금융/보험', 'career': 6}, {'job': '보건/의료', 'career': 18}]",['영업/판매'],(주)시퀀스엔 온라인마케팅 경력직 채용,DdA0022107062009
2146,"[{'job': '영업/판매/운전/운송', 'career': 6}, {'job': '경영/사무/금융/보험', 'career': 23}, {'job': '보건/의료', 'career': 36}]",['영업/판매'],노들섬 공간 브랜드 마케터 채용 공고,DdA0402106152071
2147,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 31}]","['영업/판매', '농림어업']",2021년 아르고코퍼레이션 경력직 채용공고,DdA3042104202072
2148,"[{'job': '영업/판매/운전/운송', 'career': 34}]","['영업/판매', '번역']",퍼포먼스 마케터(AE) 신입&경력 모집합니다.(정규직),DdA3042106032180
2149,"[{'job': '영업/판매/운전/운송', 'career': 15}]",['영업/판매'],지에이소프트(주) 마케팅 경력직(정규직) 모집,DdA3122106022007
2150,"[{'job': '영업/판매/운전/운송', 'career': 31}]","['영업/판매', '제품검사']","(주)컨피테크 서비스 기획, 마케팅 경력자 모십니다.",DdA3122106162040
2151,"[{'job': '영업/판매/운전/운송', 'career': 35}]","['영업/판매', '안내원', '건물/모텔청소']",[대경 서울지점] 마케팅 및 콘텐츠 관리(디자인 포함) 직원 모집,DdA3122106222036
2152,"[{'job': '영업/판매/운전/운송', 'career': 32}]","['영업/판매', '사무보조', '조립/포장']",온라인마케터 채용,DdA3182107082042
2153,"[{'job': '영업/판매/운전/운송', 'career': 9}, {'job': '연구/공학기술', 'career': 17}]","['영업/판매', '농림어업', '편의점/마트']","[영등포구] 리얼닥터건강기능식품 온라인MD 실장급, 팀장급 채용",DdA3202105142088
2154,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '예술/디자인/방송/스포츠', 'career': 6}, {'job': '농림어업', 'career': 28}]",['영업/판매'],온라인 광고 어카운트 매니저(Account manager) 채용합나다.,DdA3212106172015
2155,"[{'job': '영업/판매/운전/운송', 'career': 21}, {'job': '건설/채굴', 'career': 31}]","['영업/판매', '운전']",부동산일을 배우고 싶거나 관심있으신분 지원해보세요(부동산컨설턴트 및 공인중개사),K120031503020036
2156,"[{'job': '영업/판매/운전/운송', 'career': 28}]","['영업/판매', '매표소/카운터']",(주)아라벨라[코사벨라] 백화점 영업부 모집,K120031503260032
2157,"[{'job': '영업/판매/운전/운송', 'career': 6}]",['영업/판매'],[KB카드]기존고객 해피콜(쉬운업무)/신입가능(텔레마케터),K120031503270007
2158,"[{'job': '영업/판매/운전/운송', 'career': 24}, {'job': '농림어업', 'career': 38}]",['영업/판매'],족보회사 영업직을 채용합니다.,K120031504150032
2159,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '예술/디자인/방송/스포츠', 'career': 14}]","['영업/판매', '경비원']",부동산일을 배우고 싶거나 관심있으신분 지원해보세요(부동산컨설턴트 및 공인중개사),K120031504160050
2160,"[{'job': '영업/판매/운전/운송', 'career': 31}, {'job': '농림어업', 'career': 11}]","['영업/판매', '리서치/설문', '운전']",부동산일을 배우고 싶거나 관심있으신분 지원해보세요(부동산컨설턴트 및 공인중개사),K120031505070026
2161,"[{'job': '영업/판매/운전/운송', 'career': 23}]","['영업/판매', '생산/제조']",부동산일을 배우고 싶거나 관심있으신분 지원해보세요(부동산컨설턴트 및 공인중개사),K120031506050050
2162,"[{'job': '영업/판매/운전/운송', 'career': 17}, {'job': '보건/의료', 'career': 17}]",['영업/판매'],영업직을 채용합니다.,K120031506100005
2163,"[{'job': '영업/판매/운전/운송', 'career': 32}, {'job': '연구/공학기술', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 9}]","['영업/판매', '택배', '써빙']",베렉스주식회사 영업관리 모집,K120031602120030
2164,"[{'job': '영업/판매/운전/운송', 'career': 37}, {'job': '예술/디자인/방송/스포츠', 'career': 30}]","['영업/판매', '요양/간병']",헤나염색제품 영업직원모집,K120031603300060
2165,"[{'job': '영업/판매/운전/운송', 'career': 13}, {'job': '경영/사무/금융/보험', 'career': 12}, {'job': '예술/디자인/방송/스포츠', 'career': 24}]","['영업/판매', '사무보조']",콜센터 직원채용 아웃바운드 경력자우대,K120031605260047
2166,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '설치/정비/생산', 'career': 30}]",['영업/판매'],"[영업,마케팅,총무 부문] 사원 모집",K120031704100033
2167,"[{'job': '영업/판매/운전/운송', 'career': 36}]","['영업/판매', '청소원', '세차/세탁']",판매보조 및 카운셀러 모집,K120031706050054
2168,"[{'job': '영업/판매/운전/운송', 'career': 37}, {'job': '연구/공학기술', 'career': 24}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 9}]","['영업/판매', '퀵서비스']","판매영업,영업관리 부문 (여성,중장년층 우대) 인턴 사원 모집",K120031706140065
